subject,organ,accept,dice,iou,tp,fp,fn,pred_vox,gt_vox,status,num_voxels,volume_mm3,is_empty,centroid_x_rel,centroid_y_rel,centroid_z_rel,bbox_x_rel,bbox_y_rel,bbox_z_rel,bbox_volume_mm3,mask_to_bbox_ratio,num_components,largest_component_fraction,touches_boundary,boundary_fraction,mean_HU,median_HU,std_HU,p05_HU,p95_HU,orig_axcodes,family,vol_err,vol_bad,iou_reject
s0007,lung_left,1,0.9755,0.9521,69961,1914,1605,71875,71566,ok,71875,424652.09,0,0.3448,0.36,0.8448,0.2324,0.2812,0.3214,911186.75,0.466,1,1.0,1,0.1256,8.0,6.0,5.86,2.0,19.0,RAS,lung,0.004317692759131431,0,0
s0007,lung_right,1,0.9709,0.9434,102269,4733,1404,107002,103673,ok,107002,632189.56,0,0.6562,0.392,0.8525,0.2559,0.4375,0.3571,1733703.12,0.3646,1,1.0,1,0.1377,6.02,5.0,4.04,1.0,14.0,RAS,lung,0.03211057845340638,0,0
s0007,pancreas,0,0.9067,0.8293,8665,1327,456,9992,9121,ok,9992,59034.77,0,0.4796,0.5512,0.4246,0.2637,0.1504,0.3214,552741.94,0.1068,1,1.0,0,0.0,22.27,22.0,6.27,12.0,33.0,RAS,solid_abdominal,0.09549391514088368,0,1
s0007,portal_vein_and_splenic_vein,0,0.847,0.7346,393,111,31,504,424,ok,504,2977.73,0,0.4813,0.5395,0.4738,0.1309,0.0996,0.25,141318.31,0.0211,3,0.5575,0,0.0,22.93,23.0,7.15,12.0,34.0,RAS,great_vessel,0.18867924528301888,1,1
s0007,small_bowel,0,0.9435,0.893,29053,2623,859,31676,29912,ok,31676,187148.25,0,0.3466,0.6259,0.1889,0.3047,0.2012,0.5,1329062.12,0.1408,1,1.0,1,0.1243,19.62,19.0,6.37,10.0,31.0,RAS,digestive,0.058972987429794066,0,1
s0007,spinal_cord,0,0.9003,0.8188,6112,951,402,7063,6514,ok,7063,41729.64,0,0.5054,0.3062,0.5084,0.0527,0.1523,1.0,348394.94,0.1198,1,1.0,1,0.0452,15.97,14.0,7.95,7.0,32.0,RAS,neuro,0.08428001228124041,0,1
s0007,spleen,1,0.9566,0.9168,22090,1408,596,23498,22686,ok,23498,138830.95,0,0.2805,0.4235,0.5972,0.1523,0.1641,0.3929,425816.0,0.326,1,1.0,0,0.0,17.49,17.0,4.14,11.0,25.0,RAS,solid_abdominal,0.035793000088160096,0,0
s0007,stomach,0,0.9409,0.8883,33827,2316,1937,36143,35764,ok,36143,213540.19,0,0.477,0.6276,0.4594,0.2598,0.3047,0.5357,1838751.0,0.1161,1,1.0,0,0.0,20.37,20.0,7.87,7.0,34.0,RAS,digestive,0.01059724862990717,0,1
s0007,vertebrae,0,0.9171,0.8468,25930,2091,2599,28021,28529,ok,28021,165553.77,0,0.5089,0.3566,0.5048,0.1055,0.2051,1.0,937986.31,0.1765,5,0.3416,1,0.0868,13.23,13.0,4.13,7.0,20.0,RAS,vertebrae,0.01780644256721231,0,1
s0009,adrenal_gland_right,0,0.8103,0.6812,47,17,5,64,52,ok,64,1012.5,0,0.5988,0.4563,0.6364,0.0312,0.0391,0.0769,2531.25,0.4,1,1.0,0,0.0,235.98,233.0,22.8,201.3,275.7,RAS,urinary,0.23076923076923078,1,1
s0009,aorta,1,0.9611,0.9251,3148,111,144,3259,3292,ok,3259,51558.4,0,0.4889,0.464,0.6103,0.0859,0.1914,0.8846,392248.81,0.1314,1,1.0,1,0.0522,323.78,318.0,45.42,258.9,402.0,RAS,great_vessel,0.010024301336573511,0,0
s0009,autochthon_left,1,0.9698,0.9415,21986,944,423,22930,22409,ok,22930,362759.75,0,0.3781,0.2538,0.4092,0.2305,0.2031,1.0,1261954.75,0.2875,1,1.0,1,0.0497,335.34,325.0,81.22,221.0,484.0,RAS,muscle,0.02324958721942077,0,0
s0009,autochthon_right,1,0.9712,0.944,19586,787,375,20373,19961,ok,20373,322307.22,0,0.5928,0.237,0.418,0.2305,0.1953,1.0,1213418.0,0.2656,1,1.0,1,0.0518,225.04,222.0,47.21,157.0,306.0,RAS,muscle,0.020640248484544862,0,0
s0009,colon,1,0.9477,0.9007,19104,853,1254,19957,20358,ok,19957,315725.97,0,0.5255,0.6396,0.3366,0.6328,0.3008,0.7308,3749509.0,0.0842,2,0.9933,1,0.0461,240.67,218.0,150.24,42.0,520.0,RAS,digestive,0.019697416249140388,0,0
s0009,duodenum,0,0.8757,0.7788,1007,161,125,1168,1132,ok,1168,18478.12,0,0.5876,0.5533,0.4316,0.2031,0.1406,0.3462,266540.62,0.0693,2,0.7209,0,0.0,258.0,273.0,97.15,85.35,394.0,RAS,digestive,0.03180212014134275,0,1
s0009,esophagus,0,0.9388,0.8847,514,56,11,570,525,ok,570,9017.58,0,0.4706,0.4939,0.8852,0.043,0.0938,0.1923,20882.81,0.4318,1,1.0,1,0.1684,169.92,175.0,37.02,103.0,223.55,RAS,digestive,0.08571428571428572,0,1
s0009,gallbladder,0,0.9297,0.8686,443,52,15,495,458,ok,495,7831.05,0,0.6882,0.6334,0.5009,0.0781,0.0742,0.1154,18035.16,0.4342,1,1.0,0,0.0,213.98,203.0,77.86,113.4,356.0,RAS,solid_abdominal,0.08078602620087336,0,1
s0009,heart,1,0.9533,0.9108,4368,154,274,4522,4642,ok,4522,71539.45,0,0.3887,0.6236,0.9487,0.2891,0.2266,0.0769,135801.56,0.5268,1,1.0,1,0.667,340.4,343.0,102.58,176.0,510.0,RAS,heart,0.025850926324859975,0,0
s0009,hip_left,0,0.8922,0.8053,211,31,20,242,231,ok,242,3828.52,0,0.2786,0.3692,0.0,0.1445,0.1016,0.0385,15219.14,0.2516,1,1.0,1,1.0,230.0,244.0,44.07,145.0,280.0,RAS,pelvic_bone,0.047619047619047616,0,1
s0009,hip_right,0,0.8811,0.7874,163,41,3,204,166,ok,204,3227.34,0,0.707,0.3415,0.0,0.1406,0.0742,0.0385,10821.09,0.2982,1,1.0,1,1.0,149.66,154.5,24.5,105.0,185.0,RAS,pelvic_bone,0.2289156626506024,1,1
s0009,iliac_artery_left,0,0.9249,0.8602,80,9,4,89,84,ok,89,1408.01,0,0.4836,0.5334,0.0177,0.0391,0.0312,0.0769,2531.25,0.5563,1,1.0,1,0.5393,347.89,352.0,50.41,258.4,413.0,RAS,great_vessel,0.05952380952380952,0,1
s0009,iliac_artery_right,0,0.864,0.7606,54,11,6,65,60,ok,65,1028.32,0,0.5306,0.5434,0.0207,0.043,0.0234,0.0769,2088.28,0.4924,1,1.0,1,0.4615,344.2,344.0,32.93,279.6,390.4,RAS,great_vessel,0.08333333333333333,0,1
s0009,iliac_vena_right,0,0.9391,0.8852,54,0,7,54,61,ok,54,854.3,0,0.5681,0.5102,0.0,0.0352,0.0312,0.0385,1139.06,0.75,1,1.0,1,1.0,489.33,497.5,45.3,397.2,539.35,RAS,great_vessel,0.11475409836065574,1,1
s0009,iliopsoas_left,1,0.9562,0.916,7801,468,247,8269,8048,ok,8269,130818.16,0,0.3891,0.4248,0.2085,0.1875,0.1992,0.5769,580921.88,0.2252,1,1.0,1,0.0863,164.52,161.0,22.68,136.0,212.0,RAS,muscle,0.02746023856858847,0,0
s0009,iliopsoas_right,1,0.9521,0.9085,6762,550,131,7312,6893,ok,7312,115678.12,0,0.626,0.4039,0.1908,0.1562,0.207,0.5385,469546.88,0.2464,1,1.0,1,0.095,139.9,139.0,13.82,120.0,164.0,RAS,muscle,0.06078630494704773,0,0
s0009,inferior_vena_cava,0,0.896,0.8116,2283,339,191,2622,2474,ok,2622,41480.86,0,0.5571,0.5165,0.487,0.0938,0.082,0.9615,199335.94,0.2081,2,0.6003,1,0.0652,296.71,315.0,68.42,183.0,391.0,RAS,great_vessel,0.05982215036378335,0,1
s0009,intervertebral_discs,0,0.9397,0.8862,5194,288,379,5482,5573,ok,5482,86726.95,0,0.5044,0.3963,0.4415,0.1523,0.2461,0.9615,971762.69,0.0892,7,0.218,1,0.1392,135.55,135.0,18.36,106.0,167.0,RAS,vertebrae,0.016328727794724565,0,1
s0009,kidney_left,0,0.9051,0.8267,11548,1241,1180,12789,12728,ok,12789,202325.97,0,0.2955,0.4354,0.4207,0.207,0.25,0.4615,643950.0,0.3142,1,1.0,0,0.0,353.01,362.0,63.93,208.0,442.0,RAS,urinary,0.004792583280955374,0,1
s0009,kidney_right,0,0.9282,0.866,8826,956,410,9782,9236,ok,9782,154754.3,0,0.6863,0.3779,0.4712,0.1602,0.2031,0.5385,472204.69,0.3277,1,1.0,0,0.0,272.47,279.0,49.92,168.0,342.0,RAS,urinary,0.05911650064963188,0,1
s0009,liver,1,0.9663,0.9349,77777,3458,1960,81235,79737,ok,81235,1285163.12,0,0.693,0.5458,0.6849,0.4688,0.5352,0.7692,5201719.0,0.2471,1,1.0,1,0.0,338.23,313.0,137.4,172.0,574.3,RAS,solid_abdominal,0.018786761478360108,0,0
s0009,lung_left,1,0.9824,0.9654,39408,989,425,40397,39833,ok,40397,639093.19,0,0.2545,0.4174,0.8614,0.3555,0.5117,0.3462,1697345.5,0.3765,1,1.0,1,0.1666,29.91,19.0,28.47,8.0,88.0,RAS,lung,0.014159114302211733,0,0
s0009,lung_right,1,0.971,0.9436,25838,596,948,26434,26786,ok,26434,418194.12,0,0.6755,0.3895,0.9008,0.3555,0.5391,0.2692,1390700.38,0.3007,1,1.0,1,0.3207,20.31,14.0,18.85,7.0,62.0,RAS,lung,0.013141193160606288,0,0
s0009,pancreas,0,0.8232,0.6996,3239,753,638,3992,3877,ok,3992,63154.69,0,0.4541,0.5537,0.5551,0.4141,0.1914,0.3077,657365.62,0.0961,1,1.0,0,0.0,351.07,355.0,55.91,265.0,442.0,RAS,solid_abdominal,0.029662109878772245,0,1
s0009,portal_vein_and_splenic_vein,1,0.9481,0.9012,511,33,23,544,534,ok,544,8606.25,0,0.5481,0.5634,0.6107,0.2266,0.0625,0.1154,44043.75,0.1954,1,1.0,0,0.0,401.36,399.0,35.49,342.0,458.0,RAS,great_vessel,0.018726591760299626,0,0
s0009,small_bowel,0,0.8138,0.686,2718,940,304,3658,3022,ok,3658,57870.7,0,0.3958,0.6609,0.1439,0.3594,0.2148,0.4615,960609.38,0.0602,6,0.6859,1,0.1558,288.21,279.0,134.5,85.0,521.0,RAS,digestive,0.21045665122435472,1,1
s0009,spinal_cord,0,0.9352,0.8782,2503,192,155,2695,2658,ok,2695,42635.74,0,0.4975,0.3219,0.5043,0.0781,0.1758,1.0,370195.31,0.1152,1,1.0,1,0.0601,128.41,126.0,53.99,49.0,226.3,RAS,neuro,0.013920240782543265,0,1
s0009,spleen,0,0.8979,0.8148,7664,1241,501,8905,8165,ok,8905,140879.88,0,0.2268,0.4267,0.6927,0.2461,0.2227,0.3077,454485.94,0.31,1,1.0,0,0.0,275.84,278.0,49.79,174.0,350.0,RAS,solid_abdominal,0.0906307409675444,0,1
s0009,stomach,0,0.9437,0.8933,14855,1198,576,16053,15431,ok,16053,253963.47,0,0.3928,0.64,0.6889,0.3359,0.3359,0.3846,1170070.25,0.217,1,1.0,0,0.0,219.91,220.0,119.71,49.0,432.0,RAS,digestive,0.04030846996306137,0,1
s0009,vertebrae,1,0.9592,0.9216,10432,507,381,10939,10813,ok,10939,173058.41,0,0.5066,0.388,0.4832,0.1406,0.2422,1.0,918084.38,0.1885,7,0.1839,1,0.0532,172.51,172.0,27.76,128.0,216.0,RAS,vertebrae,0.011652640340331083,0,0
s0311,adrenal_gland_right,0,0.8472,0.7349,122,35,9,157,131,ok,157,3113.47,0,0.5667,0.4605,0.6952,0.043,0.0625,0.1154,10470.76,0.2973,1,1.0,0,0.0,66.71,63.0,17.23,42.8,97.2,RAS,urinary,0.1984732824427481,1,1
s0311,aorta,0,0.8234,0.6998,352,117,34,469,386,ok,469,9300.74,0,0.4435,0.4885,0.4643,0.0469,0.0938,0.5769,85669.88,0.1086,2,0.5267,0,0.0,38.48,38.0,6.75,28.0,50.6,RAS,great_vessel,0.21502590673575128,1,1
s0311,autochthon_left,1,0.9571,0.9177,16609,427,1062,17036,17671,ok,17036,337840.78,0,0.3764,0.2487,0.3965,0.1953,0.125,0.9231,761510.06,0.4436,1,1.0,1,0.0269,102.69,98.0,30.78,58.0,160.0,RAS,muscle,0.03593458208363986,0,0
s0311,autochthon_right,1,0.9496,0.9041,14038,435,1054,14473,15092,ok,14473,287013.94,0,0.5783,0.2546,0.3829,0.1758,0.1211,0.8462,608613.12,0.4716,1,1.0,1,0.0372,104.49,97.0,35.74,58.0,180.0,RAS,muscle,0.041015107341637956,0,0
s0311,colon,0,0.85,0.7391,4288,1016,498,5304,4786,ok,5304,105183.58,0,0.37,0.5178,0.3926,0.6328,0.2617,0.8077,4520157.5,0.0233,7,0.3175,1,0.1144,134.0,111.0,81.51,52.0,283.85,RAS,digestive,0.10823234433765148,1,1
s0311,duodenum,0,0.8759,0.7792,427,55,66,482,493,ok,482,9558.54,0,0.5445,0.5596,0.3328,0.1055,0.0586,0.1154,24094.65,0.3967,1,1.0,0,0.0,124.38,123.0,23.53,90.05,166.95,RAS,digestive,0.02231237322515213,0,1
s0311,gluteus_medius_left,0,0.804,0.6722,363,69,108,432,471,ok,432,8566.99,0,0.2455,0.2882,0.012,0.0859,0.0938,0.0769,20941.53,0.4091,1,1.0,1,0.6875,77.22,77.0,12.31,57.55,96.0,RAS,muscle,0.08280254777070063,0,1
s0311,hip_left,0,0.8747,0.7774,618,127,50,745,668,ok,745,14774.09,0,0.3069,0.2852,0.0236,0.1523,0.1719,0.1154,102089.95,0.1447,1,1.0,1,0.5409,64.39,64.0,9.3,50.0,80.0,RAS,pelvic_bone,0.11526946107784432,1,1
s0311,hip_right,0,0.8065,0.6757,248,113,6,361,254,ok,361,7158.99,0,0.6749,0.3067,0.0294,0.0586,0.1016,0.1154,23202.26,0.3085,1,1.0,1,0.482,69.45,68.0,13.36,51.0,94.0,RAS,pelvic_bone,0.421259842519685,1,1
s0311,iliopsoas_left,0,0.9314,0.8716,3422,254,250,3676,3672,ok,3676,72898.73,0,0.3573,0.3914,0.254,0.0938,0.1172,0.5769,214174.7,0.3404,1,1.0,1,0.025,73.71,74.0,11.44,55.0,92.0,RAS,muscle,0.0010893246187363835,0,1
s0311,iliopsoas_right,0,0.9347,0.8774,2862,260,140,3122,3002,ok,3122,61912.36,0,0.5875,0.4086,0.1693,0.0977,0.1211,0.4231,169059.2,0.3662,1,1.0,1,0.0804,59.27,59.0,9.77,44.0,75.0,RAS,muscle,0.039973351099267154,0,1
s0311,inferior_vena_cava,0,0.8277,0.7061,1033,381,49,1414,1082,ok,1414,28041.02,0,0.5206,0.5059,0.4453,0.0742,0.082,0.7308,150338.75,0.1865,1,1.0,1,0.0,38.17,38.0,5.95,29.0,49.0,RAS,great_vessel,0.3068391866913124,1,1
s0311,intervertebral_discs,0,0.9341,0.8764,3211,186,267,3397,3478,ok,3397,67365.88,0,0.4693,0.4089,0.3999,0.1484,0.1523,0.8077,617180.12,0.1092,6,0.239,1,0.0515,105.41,102.0,39.19,52.0,172.0,RAS,vertebrae,0.023289246693502012,0,1
s0311,kidney_left,1,0.9627,0.928,9086,175,530,9261,9616,ok,9261,183654.81,0,0.2733,0.385,0.5006,0.1875,0.1641,0.4615,479751.34,0.3828,1,1.0,0,0.0,184.84,189.0,51.03,104.0,264.0,RAS,urinary,0.036917637271214644,0,0
s0311,kidney_right,1,0.9583,0.92,11980,579,463,12559,12443,ok,12559,249057.42,0,0.6658,0.4174,0.4366,0.1875,0.2031,0.5385,692974.19,0.3594,1,1.0,0,0.0,158.97,159.0,37.71,95.9,221.0,RAS,urinary,0.009322510648557422,0,0
s0311,liver,0,0.9313,0.8715,47683,2805,4225,50488,51908,ok,50488,1001227.12,0,0.7007,0.5085,0.6788,0.4648,0.4062,0.6154,3926853.75,0.255,1,1.0,1,0.0,39.44,39.0,6.85,29.0,51.0,RAS,solid_abdominal,0.027356091546582414,0,1
s0311,lung_left,0,0.8082,0.6781,4638,1066,1136,5704,5774,ok,5704,113115.98,0,0.248,0.2941,0.8731,0.293,0.2148,0.2308,490817.03,0.2305,1,1.0,1,0.1294,41.49,41.0,7.58,30.0,55.0,RAS,lung,0.012123311395912712,0,1
s0311,lung_right,0,0.6857,0.5217,1824,441,1231,2265,3055,ok,2265,44917.2,0,0.6938,0.3028,0.8044,0.3242,0.1836,0.1154,232082.09,0.1935,2,0.9868,0,0.0,39.61,39.0,7.35,29.0,52.0,RAS,lung,0.25859247135842883,1,1
s0311,pancreas,0,0.8813,0.7878,646,162,12,808,658,ok,808,16023.44,0,0.3483,0.547,0.6315,0.1289,0.1211,0.0769,40574.21,0.3949,1,1.0,0,0.0,101.99,102.0,20.8,68.0,135.65,RAS,solid_abdominal,0.22796352583586627,1,1
s0311,small_bowel,0,0.9071,0.83,15731,2340,882,18071,16613,ok,18071,358365.84,0,0.2765,0.5275,0.2586,0.3633,0.2188,0.6538,1755756.62,0.2041,4,0.9951,1,0.0254,155.61,147.0,67.02,63.0,281.0,RAS,digestive,0.08776259555769578,0,1
s0311,spinal_cord,0,0.9318,0.8724,2597,173,207,2770,2804,ok,2770,54931.85,0,0.4719,0.3322,0.3866,0.0742,0.1484,0.8846,329313.44,0.1668,1,1.0,1,0.0671,138.97,130.0,53.31,67.0,237.0,RAS,neuro,0.012125534950071327,0,1
s0311,spleen,0,0.9427,0.8917,5269,403,237,5672,5506,ok,5672,112481.38,0,0.2028,0.3705,0.7707,0.2422,0.1719,0.3077,432791.56,0.2599,1,1.0,1,0.0,201.99,202.0,64.46,98.0,312.0,RAS,solid_abdominal,0.030148928441699963,0,1
s0311,stomach,0,0.8551,0.7469,1077,205,160,1282,1237,ok,1282,25423.33,0,0.3574,0.4865,0.7657,0.168,0.1328,0.1923,144964.55,0.1754,2,0.9696,0,0.0,100.74,97.0,32.88,56.05,158.95,RAS,digestive,0.03637833468067906,0,1
s0311,vertebrae,0,0.9396,0.8861,7328,346,596,7674,7924,ok,7674,152183.03,0,0.4705,0.4045,0.3996,0.1328,0.2188,0.8462,830680.56,0.1832,6,0.2529,1,0.0,60.87,58.0,16.21,42.0,93.0,RAS,vertebrae,0.03154972236244321,0,1
s0022,adrenal_gland_left,0,0.8226,0.6986,102,27,17,129,119,ok,129,4535.16,0,0.4248,0.3381,0.6822,0.0312,0.1739,0.082,23625.0,0.192,2,0.5891,0,0.0,270.15,270.0,32.47,212.4,312.8,RAS,urinary,0.08403361344537816,0,1
s0022,aorta,0,0.8994,0.8173,805,156,24,961,829,ok,961,33785.16,0,0.4852,0.3822,0.6836,0.0547,0.2174,0.4023,253476.56,0.1333,2,0.9063,0,0.0,276.39,287.0,88.78,88.0,404.0,RAS,great_vessel,0.15922798552472858,1,1
s0022,autochthon_left,0,0.9294,0.8682,9090,1181,199,10271,9289,ok,10271,361089.84,0,0.4103,0.058,0.5044,0.1758,0.2174,0.5781,1170703.12,0.3084,1,1.0,1,0.3186,249.42,238.0,53.5,180.0,350.0,RAS,muscle,0.10571643879857896,1,1
s0022,autochthon_right,0,0.8579,0.7511,4259,1244,167,5503,4426,ok,5503,193464.84,0,0.5648,0.0716,0.4317,0.1406,0.2174,0.3008,487265.62,0.397,1,1.0,1,0.1603,309.14,301.0,58.66,230.0,424.0,RAS,muscle,0.24333483958427474,1,1
s0022,colon,0,0.8766,0.7804,18352,2922,2243,21274,20595,ok,21274,747914.06,0,0.447,0.5677,0.4497,0.5586,0.8261,0.7812,19103906.0,0.0391,6,0.6589,1,0.0,276.93,271.0,136.9,52.0,512.0,RAS,digestive,0.0329691672736101,0,1
s0022,duodenum,0,0.8571,0.75,72,22,2,94,74,ok,94,3304.69,0,0.4468,0.5291,0.5502,0.1602,0.1304,0.1328,147023.44,0.0225,2,0.9149,0,0.0,330.48,334.0,33.68,286.65,377.0,RAS,digestive,0.2702702702702703,1,1
s0022,esophagus,0,0.8974,0.8139,188,28,15,216,203,ok,216,7593.75,0,0.5002,0.4114,0.8034,0.0508,0.087,0.0547,12796.88,0.5934,1,1.0,0,0.0,148.69,175.0,85.16,10.0,257.25,RAS,digestive,0.06403940886699508,0,1
s0022,femur_left,0,0.8574,0.7504,508,153,16,661,524,ok,661,23238.28,0,0.3284,0.347,0.0876,0.0781,0.1304,0.082,44296.88,0.5246,1,1.0,0,0.0,105.78,102.0,39.43,49.0,183.0,RAS,pelvic_bone,0.26145038167938933,1,1
s0022,femur_right,0,0.8405,0.725,398,132,19,530,417,ok,530,18632.81,0,0.6672,0.3402,0.0786,0.0742,0.1304,0.0781,40078.12,0.4649,1,1.0,0,0.0,101.64,96.0,41.76,49.45,196.0,RAS,pelvic_bone,0.2709832134292566,1,1
s0022,gluteus_maximus_left,0,0.8199,0.6948,3149,1020,363,4169,3512,ok,4169,146566.41,0,0.336,0.0767,0.1661,0.2227,0.2174,0.2383,611191.38,0.2398,1,1.0,1,0.112,305.11,306.0,58.11,209.0,401.0,RAS,muscle,0.18707289293849658,1,1
s0022,gluteus_maximus_right,0,0.6703,0.5041,1107,826,263,1933,1370,ok,1933,67957.03,0,0.6461,0.0375,0.2175,0.1875,0.1304,0.1914,248062.5,0.274,1,1.0,1,0.3487,297.38,295.0,43.4,230.0,369.4,RAS,muscle,0.41094890510948906,1,1
s0022,gluteus_medius_left,0,0.9268,0.8636,3254,412,102,3666,3356,ok,3666,128882.81,0,0.2742,0.2492,0.2689,0.1562,0.3913,0.1719,556875.0,0.2314,1,1.0,1,0.0,239.46,245.5,48.19,152.0,311.75,RAS,muscle,0.09237187127532777,0,1
s0022,gluteus_medius_right,0,0.8958,0.8112,2871,388,280,3259,3151,ok,3259,114574.22,0,0.7232,0.2647,0.2668,0.1641,0.3913,0.1836,624585.94,0.1834,1,1.0,1,0.0,227.26,219.0,38.97,172.0,301.1,RAS,muscle,0.0342748333862266,0,1
s0022,gluteus_minimus_left,0,0.9001,0.8183,698,86,69,784,767,ok,784,27562.5,0,0.2727,0.3833,0.202,0.0625,0.2174,0.1289,92812.5,0.297,1,1.0,0,0.0,152.62,152.0,29.51,105.15,194.0,RAS,muscle,0.02216427640156454,0,1
s0022,gluteus_minimus_right,0,0.8602,0.7547,560,110,72,670,632,ok,670,23554.69,0,0.7208,0.3731,0.1844,0.0508,0.2174,0.1406,82265.62,0.2863,1,1.0,0,0.0,208.7,216.0,52.47,105.45,283.0,RAS,muscle,0.060126582278481014,0,1
s0022,heart,0,0.9185,0.8492,9873,1104,649,10977,10522,ok,10977,385910.16,0,0.4747,0.5596,0.8943,0.2539,0.4783,0.1875,1206562.5,0.3198,2,0.9472,1,0.0058,314.78,303.0,133.42,104.0,552.0,RAS,heart,0.04324272951910283,0,1
s0022,hip_left,0,0.8344,0.7158,2824,913,208,3737,3032,ok,3737,131378.91,0,0.3441,0.2695,0.2123,0.1758,0.4783,0.3242,1444394.5,0.091,1,1.0,1,0.0,146.12,143.0,39.85,87.0,220.0,RAS,pelvic_bone,0.2325197889182058,1,1
s0022,hip_right,0,0.8501,0.7392,3390,849,347,4239,3737,ok,4239,149027.34,0,0.6517,0.2694,0.2041,0.1719,0.4783,0.3477,1514390.62,0.0984,1,1.0,1,0.0,153.21,150.0,41.59,94.0,237.0,RAS,pelvic_bone,0.13433235215413433,1,1
s0022,humerus_left,0,0.8127,0.6845,230,69,37,299,267,ok,299,10511.72,0,0.0396,0.0409,0.8335,0.0391,0.1304,0.3477,93867.19,0.112,2,0.8495,1,0.3612,213.0,130.0,216.87,68.0,729.1,RAS,shoulder_bone,0.1198501872659176,1,1
s0022,humerus_right,0,0.6707,0.5045,56,0,55,56,111,ok,56,1968.75,0,0.9717,0.1398,0.8956,0.0234,0.087,0.0586,6328.12,0.3111,1,1.0,0,0.0,71.3,71.5,10.77,53.5,89.5,RAS,shoulder_bone,0.4954954954954955,1,1
s0022,iliac_artery_left,0,0.8904,0.8025,260,47,17,307,277,ok,307,10792.97,0,0.4319,0.4523,0.2724,0.1211,0.087,0.3086,172195.31,0.0627,3,0.6059,0,0.0,382.54,362.0,119.17,243.3,634.1,RAS,great_vessel,0.10830324909747292,1,1
s0022,iliac_artery_right,0,0.8938,0.8079,265,48,15,313,280,ok,313,11003.91,0,0.5486,0.4556,0.2666,0.125,0.087,0.2695,155250.0,0.0709,3,0.5208,0,0.0,390.91,379.0,74.19,288.8,569.2,RAS,great_vessel,0.11785714285714285,1,1
s0022,iliac_vena_left,0,0.8587,0.7524,477,118,39,595,516,ok,595,20917.97,0,0.4406,0.4037,0.2383,0.1406,0.1739,0.2773,359437.5,0.0582,1,1.0,0,0.0,349.57,341.0,84.46,236.0,488.9,RAS,great_vessel,0.15310077519379844,1,1
s0022,iliac_vena_right,0,0.8856,0.7946,445,75,40,520,485,ok,520,18281.25,0,0.5606,0.3962,0.2454,0.0898,0.1304,0.2695,167378.91,0.1092,1,1.0,0,0.0,335.88,335.0,65.42,239.0,447.1,RAS,great_vessel,0.07216494845360824,0,1
s0022,iliopsoas_left,0,0.9353,0.8785,5120,266,442,5386,5562,ok,5386,189351.56,0,0.3807,0.3648,0.3186,0.1602,0.2609,0.4453,985921.88,0.1921,2,0.9998,0,0.0,182.18,183.0,16.28,154.0,207.0,RAS,muscle,0.03164329377921611,0,1
s0022,iliopsoas_right,0,0.9395,0.8859,5492,213,494,5705,5986,ok,5705,200566.41,0,0.6046,0.3494,0.328,0.1406,0.2609,0.4453,865687.5,0.2317,1,1.0,0,0.0,184.89,183.0,19.49,157.0,221.0,RAS,muscle,0.04694286668894086,0,1
s0022,inferior_vena_cava,0,0.8297,0.709,558,135,94,693,652,ok,693,24363.28,0,0.5473,0.4413,0.6181,0.1094,0.1304,0.457,345515.62,0.0705,2,0.5498,0,0.0,348.1,350.0,28.32,299.0,392.0,RAS,great_vessel,0.06288343558282208,0,1
s0022,intervertebral_discs,0,0.8868,0.7967,2288,301,283,2589,2571,ok,2589,91019.53,0,0.505,0.2828,0.5968,0.1133,0.2609,0.6562,1027687.5,0.0886,11,0.1815,0,0.0,127.2,142.0,45.68,20.0,171.0,RAS,vertebrae,0.007001166861143524,0,1
s0022,kidney_left,1,0.9557,0.9151,7224,494,176,7718,7400,ok,7718,271335.94,0,0.3268,0.2914,0.5798,0.1797,0.3478,0.2578,853875.0,0.3178,1,1.0,0,0.0,383.28,387.0,53.17,291.0,460.0,RAS,urinary,0.04297297297297297,0,0
s0022,liver,1,0.9667,0.9355,40224,1273,1502,41497,41726,ok,41497,1458878.88,0,0.6836,0.54,0.7366,0.4141,0.8261,0.293,5310351.5,0.2747,1,1.0,1,0.0,423.76,392.0,131.02,268.0,675.0,RAS,solid_abdominal,0.005488184824809472,0,0
s0022,lung_left,0,0.9386,0.8842,23288,673,2376,23961,25664,ok,23961,842378.88,0,0.3341,0.3531,0.901,0.2734,0.7391,0.2109,2259140.5,0.3729,2,0.9996,1,0.0157,36.8,26.0,35.18,7.0,104.0,RAS,lung,0.06635754364089776,0,1
s0022,lung_right,1,0.9675,0.9371,31323,898,1206,32221,32529,ok,32221,1132769.5,0,0.6839,0.3472,0.8884,0.2891,0.7826,0.2734,3277968.75,0.3456,1,1.0,1,0.0132,39.83,27.0,43.74,7.0,120.0,RAS,lung,0.009468474284484614,0,0
s0022,pancreas,0,0.7437,0.592,515,156,199,671,714,ok,671,23589.84,0,0.4973,0.6302,0.6759,0.0898,0.1739,0.1172,97031.25,0.2431,1,1.0,0,0.0,352.97,352.0,39.63,292.0,417.0,RAS,solid_abdominal,0.06022408963585434,0,1
s0022,portal_vein_and_splenic_vein,0,0.8824,0.7895,435,96,20,531,455,ok,531,18667.97,0,0.5343,0.5724,0.6963,0.3359,0.3913,0.0977,680273.44,0.0274,3,0.9548,0,0.0,415.9,412.0,57.09,317.0,511.0,RAS,great_vessel,0.16703296703296702,1,1
